2,1,0.190978501300554
3,2,0.445251843110918
4,3,0.461534935722319
5,3,0.479256821626777
6,4,0.196516370899796
7,4,0.420507748054079
8,1,0.312713055420161
9,7,0.415525712543312
10,6,0.526947690261106
11,7,0.19733357493266
12,7,0.369858818967311
13,7,0.425172341379275
14,3,0.528538698751043
15,3,0.209426672612684
16,11,0.112498141067474
17,16,0.118348836732044
18,10,0.395467820997619
19,9,0.515476349920835
20,11,0.251778100751731
21,18,0.213211028573254
22,17,0.237500535332384
23,2,0.216167153308939
24,21,0.553365975115221
25,24,0.50261898062164
26,25,0.156927091883579
27,12,0.57631602038327
28,22,0.385890517125821
29,22,0.100801308768574
30,17,0.504473573727071
31,12,0.172291863403493
32,30,0.376375239484057
33,25,0.389559258078841
34,31,0.356563589736579
35,24,0.438191593150957
36,30,0.182931113618241
37,9,0.472967032598655
38,7,0.386650905028064
39,22,0.412275572543325
40,4,0.132014217153159
41,26,0.104785372534909
42,4,0.56899705693361
43,16,0.243267433581969
44,26,0.537999558295438
45,10,0.592558830102546
46,19,0.157668348505449
47,17,0.244284919149204
48,20,0.114400172359898
49,11,0.237965905455409
50,2,0.20087762296834
51,18,0.140820372228943
52,49,0.483138770519338
53,13,0.50747238460047
54,1,0.209457528103713
55,26,0.141647962065731
56,36,0.162800459971246
57,16,0.217047434954237
58,46,0.211870753937842
59,3,0.42141245663121
60,10,0.311347318740554
61,9,0.205466526262072
62,38,0.250423156936479
63,2,0.171947132754108
64,63,0.131495537207014
65,54,0.577636282677904
66,57,0.583363052115727
67,21,0.486421416993481
68,39,0.592828557073647
69,24,0.40451203443078
70,63,0.36701853066637
71,41,0.324725332209321
